Category,Quantity,References,Value,Stock Code,Description,Group Layer,PCB Package,Supplier,Placed
Miscellaneous,1,5N7,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Tiles,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,5P7,7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Tiles,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,2,"5R,5S",7485,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS85DR?qs=UG%2F8xqv%2F6Wcr2VkhPBBoGA%3D%3D,4-Bit Magnitude Comparator,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"5R7,6R7",74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Tiles,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,5S7,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"6A,6B,6C,6D",74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163ADR?qs=SL3LIuy2dWzQOqYS%2FWj%252BhA%3D%3D,Synchronous 4-Bit Binary Counters,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"6D2,6F2",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,6F6,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Chars,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"6N2,6N6",7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Chars,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,6P6,74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Chars,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,3,"6R,6S,L7E",74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,6S7,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,1,7A,7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08DR?qs=SL3LIuy2dWwzq5fnFo78kw%3D%3D,Quadruple 2-Input Positive-AND Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,2,"7A2,8B2",74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"7B2,7C2",74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245DWR?qs=w32V8uFkMxmdnuKq6FiFpw%3D%3D,Octal Bus Transceivers With Tristate Outputs,Video,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,1,7D,74LS21,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS21DR?qs=SL3LIuy2dWyPPAPwa0NRqg%3D%3D,Dual 4-Input Positive-AND Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,6,"7D6,7F6,7H6,7J6,7K6,L7E6",74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AD?qs=SL3LIuy2dWyQbcrd0iQ7mw%3D%3D,4-Bit Bidirectional Universal Shift Registers,Chars,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"7JR,7LR,7MR,7MR2",6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,64K (8Kx8) Static RAM,Sprites,DIL28CAP20,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Not placed
Miscellaneous,8,"7L7,7L72,7M7,7M72,7N7,7P7,7R7,7S7",74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AD?qs=SL3LIuy2dWyQbcrd0iQ7mw%3D%3D,4-Bit Bidirectional Universal Shift Registers,Tiles,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,7R,74S139,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS139ADR?qs=SL3LIuy2dWwpYzaAOf%252BnlA%3D%3D,Dual 2-Line to 4-Line Decoders/Demultiplexers,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,7S,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138DR?qs=SL3LIuy2dWwYDw%252Bne7f7PA%3D%3D,3-Line to 8-Line Decoders/Demultiplexers,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"8H6R,8K6R,8N6R,L8E6R",6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,64K (8Kx8) Static RAM,Chars,DIL28CAP20,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Not placed
Miscellaneous,1,BACKGROUNDRGB0,TST-110-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-110-04-L-D-RA?qs=rU5fayqh%252BE0tH2YmPykHsg%3D%3D,"Samtec TST, 2.54mm Pitch, 20 Way, 2 Row PCB Terminal Block Header, Surface Mount",Video,SHDRRA20W64P254_2X10_3302X889X927P,,Not placed
Miscellaneous,1,BACKGROUNDRGB1,TST-110-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-110-04-L-D-RA?qs=rU5fayqh%252BE0tH2YmPykHsg%3D%3D,"Samtec TST, 2.54mm Pitch, 20 Way, 2 Row PCB Terminal Block Header, Surface Mount",BackgroundRGB,SHDRRA20W64P254_2X10_3302X889X927P,,Not placed
Miscellaneous,1,BANKSEL1,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Sprites,CONN-SIL2,,Not placed
Miscellaneous,1,BANKSEL2,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Tiles,CONN-SIL2,,Not placed
Miscellaneous,1,BANKSEL3,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Sprites2,CONN-SIL2,,Top Copper
Miscellaneous,1,BANKSEL4,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Chars,CONN-SIL2,,Not placed
Miscellaneous,1,BANKSEL5,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Mode7,CONN-SIL2,,Not placed
Miscellaneous,1,BANKSEL6,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Vectors,CONN-SIL2,,Not placed
Miscellaneous,1,BANKSEL7,CONN-SIL2,https://www.mouser.sg/ProductDetail/Molex/90121-0122?qs=PvP5v7Eimsnxy72QvVQroA%3D%3D,0.1in pitch SIL connector strip,Combiner,CONN-SIL2,,Not placed
Miscellaneous,6,"BGHTIMES,MEMORY,SPRITESTIMING,VECLL1,VIDEO,VSMCHAR",,,Logic Analyser (Virtual Instrument),,NULL,,Not placed
Miscellaneous,3,"DR58,DR68,DR78",75,,Generic resistor symbol,,NULL,,Not placed
Miscellaneous,1,DSW1,DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Sprites,SW-DIP8,,Not placed
Miscellaneous,2,"DSW2,DSW3",DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Chars,SW-DIP8,,Not placed
Miscellaneous,2,"DSW4,DSW5",DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Tiles,SW-DIP8,,Not placed
Miscellaneous,1,DSW6,DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Mode7,SW-DIP8,,Not placed
Miscellaneous,3,"DSW7,DSW10,DSW16",DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Sprites2,SW-DIP8,,Top Copper
Miscellaneous,1,DSW8,DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Vectors,SW-DIP8,,Not placed
Miscellaneous,6,"DSW9,DSW13,DSW19,DSW20,DSW21,DSW22",DIPSW_2,https://www.mouser.sg/ProductDetail/TE-Connectivity-PB/1825360-1?qs=Ftb%252BnBCDTZKCT4kLG1kHfw%3D%3D,Interactive DIP Switch 2 indipendent elements,Video,SW-DIP2,,Not placed
Miscellaneous,1,DSW11,DIPSW_2,https://www.mouser.sg/ProductDetail/TE-Connectivity-PB/1825360-1?qs=Ftb%252BnBCDTZKCT4kLG1kHfw%3D%3D,Interactive DIP Switch 2 indipendent elements,Sprites,SW-DIP2,,Not placed
Miscellaneous,1,DSW12,DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,Video,SW-DIP8,,Not placed
Miscellaneous,2,"DSW14,DSW15",DIPSW_8,https://www.mouser.sg/ProductDetail/TE-Connectivity/ADE08A04?qs=sGAEpiMZZMtt%2FePYj%2FTMhwk%252B%2FhX4O0WAjJubDt0lPR8%3D,Interactive DIP Switch 8 indipendent elements,BackgroundRGB,SW-DIP8,,Not placed
Miscellaneous,1,DSW18,DIPSW_2,https://www.mouser.sg/ProductDetail/TE-Connectivity-PB/1825360-1?qs=Ftb%252BnBCDTZKCT4kLG1kHfw%3D%3D,Interactive DIP Switch 2 indipendent elements,BackgroundRGB,SW-DIP2,,Not placed
Miscellaneous,1,EXPANSIONBUSA1,CONN-DIL34,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929852-01-17-30?qs=sGAEpiMZZMs%252BGHln7q6pm0R%252BIqgWC%252BQxCIlq0Hg83cE%3D,0.1in pitch DIL connector strip,Backplane,CONN-DIL34,,Not placed
Miscellaneous,1,EXPANSIONBUSB1,CONN-DIL8,https://www.mouser.sg/ProductDetail/Mill-Max/803-47-008-10-001000?qs=sGAEpiMZZMvlX3nhDDO4AEvDUxDP%2FxEU0g06CSv%2FFqg%3D,0.1in pitch DIL connector strip,Backplane,CONN-DIL8,,Not placed
Miscellaneous,1,EXPANSIONBUSC1,CONN-SIL2,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-02-10?qs=sGAEpiMZZMs%252BGHln7q6pm6DQXoV0bF8fKj%2FScW6NT6k%3D,0.1in pitch SIL connector strip,Backplane,CONN-SIL2,,Not placed
Miscellaneous,16,"EXPANSIONBUSH1,EXPANSIONBUSH2,EXPANSIONBUSH3,EXPANSIONBUSH4,EXPANSIONBUSH5,EXPANSIONBUSH6,EXPANSIONBUSH7,EXPANSIONBUSH8,VIDEOH1,VIDEOH2,VIDEOH3,VIDEOH4,VIDEOH5,VIDEOH6,VIDEOH7,VIDEOH8",09022646824,https://www.mouser.sg/ProductDetail/?qs=gIpPgrDBK%2Fj7cjNJs9Ij%252BQ%3D%3D,"Harting 64 Way 2.54mm Pitch, Type B Class C2, 2 Row a/b, Straight DIN 41612 Connector, Socket, Solder",Backplane,09022646824,,Not placed
Miscellaneous,2,"EXPANSIONBUSP1,VIDEOP1",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Video,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP2,VIDEOP2",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Chars,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP3,VIDEOP3",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Sprites,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP4,VIDEOP4",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Tiles,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP5,VIDEOP5",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Mode7,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP6,VIDEOP6",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Sprites2,09021646921,,Top Copper
Miscellaneous,2,"EXPANSIONBUSP7,VIDEOP7",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Vectors,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP8,VIDEOP8",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,Combiner,09021646921,,Not placed
Miscellaneous,2,"EXPANSIONBUSP9,VIDEOP9",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,DIN 41612 Connectors 64P 2A MALE R/A SLDR,BackgroundRGB,09021646921,,Not placed
Miscellaneous,1,INRAMSEL1,CONN-SIL8,https://www.mouser.sg/ProductDetail/Molex/90121-0128?qs=PvP5v7EimsmfZ8WDsc6%252BuA%3D%3D,0.1in pitch SIL connector strip,Video,CONN-SIL8,,Not placed
Miscellaneous,3,"JP1,JP2,JP3",JUMPER,,Animated Jumper,,CONN-SIL2,,Not placed
Miscellaneous,1,L5E2NEW,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Video,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,4,"LAYER1,LAYER2,LAYER3,LAYER4",TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Video,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,1,OSC1,SQRWIDOSCDIL,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4814-3000-CP?qs=IGgAdOvCTsSwgxfUvPVZeg%3D%3D,,Sprites2,SQRWIDOSCDIL14,,Top Copper
Miscellaneous,1,OSC2,SQRWIDOSCDIL,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4814-3000-CP?qs=IGgAdOvCTsSwgxfUvPVZeg%3D%3D,,Sprites,SQRWIDOSCDIL14,,Not placed
Miscellaneous,1,PIXEL1,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Sprites,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,1,PIXEL2,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Chars,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,2,"PIXEL3,PIXEL4",TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Tiles,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,1,PIXEL5,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Mode7,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,1,PIXEL6,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Sprites2,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,1,PIXEL7,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Vectors,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,6,"PIXEL8,PIXEL9,PIXEL10,PIXEL11,PIXEL12,PIXEL13",TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Combiner,SHDRRA10W64P254_2X5_2032X889X927P,,Not placed
Miscellaneous,1,POWER 5V,163-179PH-EX,https://www.mouser.sg/ProductDetail/163-179PH-EX,DC Power Connectors PCB 2.1MM,Backplane,163179PHEX,,Not placed
Miscellaneous,2,"ROWCOL1,VIDEO1",CONN-DIL20,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-20-10?qs=sGAEpiMZZMs%252BGHln7q6pmwu5ra4CY41iGmTOHot%252BMls%3D,0.1in pitch DIL connector strip,Backplane,CONN-DIL20,,Not placed
Miscellaneous,3,"RV1,RV2,RV3",100,https://www.mouser.sg/ProductDetail/Bourns/3006P-7-101LF?qs=GiVA9kKujyafZRjN8HNnfA%3D%3D,POT 100 OHM 3/4 inch RECT WW SL MT,Video,PRE-MT0.75,,Not placed
Miscellaneous,1,VID1,CONN-DIL8,https://www.mouser.sg/ProductDetail/Mill-Max/803-47-008-10-001000?qs=sGAEpiMZZMvlX3nhDDO4AEvDUxDP%2FxEU0g06CSv%2FFqg%3D,0.1in pitch DIL connector strip,Video,CONN-DIL8,,Not placed
Miscellaneous,1,VID2,2311586-4,https://www.mouser.sg/ProductDetail/TE-Connectivity/2311586-4?qs=rrS6PyfT74fCtSRxG4pC6w%3D%3D,"D-Sub High Density Connectors AMPL REC, HD22 R/A 15P THREADED BLU",Video,23115864,,Not placed
Miscellaneous,1,VSMDD1,VSMDIGITALDISPLAY,,CRT Display with frequency detection,,NULL,,Not placed
Miscellaneous,6,"VSMDD2,VSMDD4,VSMDD6,VSMDD8,VSMDD9,VSMDD10",VSMDIGITALDATA,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
Miscellaneous,4,"VSMDD3,VSMDD5,VSMDD7,VSMDD11",VSMDIGITALDATAINPUT,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
Miscellaneous,1,X2,CRYSTAL,https://www.mouser.sg/ProductDetail/520-HCU1209-SX,Quartz crystal,Video,XTAL18,,Not placed
