Category,References,Value,Stock Code,Unit Cost,Description,Group Layer
Integrated Circuits,U230,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0ck0Ao35GjMhY%3D,,3-Line to 8-Line Decoders/Demultiplexers,Tiles
Integrated Circuits,U231,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0ck0Ao35GjMhY%3D,S$0.72,3-Line to 8-Line Decoders/Demultiplexers,Tiles
Integrated Circuits,U232,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles
Integrated Circuits,U233,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles
Integrated Circuits,U234,74LS283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283NE4?qs=sGAEpiMZZMuV4z%252BhZ4pm1L11UKYaBimF7vh839uxJBE%3D,S$2.41,4-Bit Binary Full Adders With Fast Carry,Tiles
Integrated Circuits,U235,74LS283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283NE4?qs=sGAEpiMZZMuV4z%252BhZ4pm1L11UKYaBimF7vh839uxJBE%3D,S$2.41,4-Bit Binary Full Adders With Fast Carry,Tiles
Integrated Circuits,U236,7485,,,4-Bit Magnitude Comparator,Video
Integrated Circuits,U237,74LS86,,,Quadruple 2-Input Exclusive-OR Gates,Video
Integrated Circuits,U238,74S139,,,Dual 2-Line to 4-Line Decoders/Demultiplexers,Mode7
Integrated Circuits,U239,74157,,,Quadruple 1-of-2 Data Selectors/Multiplexers,Mode7
Integrated Circuits,U240,74157,,,Quadruple 1-of-2 Data Selectors/Multiplexers,Mode7
Integrated Circuits,U241,74157,,,Quadruple 1-of-2 Data Selectors/Multiplexers,Mode7
Integrated Circuits,U242,74157,,,Quadruple 1-of-2 Data Selectors/Multiplexers,Mode7
Integrated Circuits,U243,74LS373,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS373NE4?qs=sGAEpiMZZMu2QtOrmdJ1%2FRPDYI7IXkrB2H7gdWq7qaw%3D,S$1.40,Octal D-Type Transparent Latches with 3-state Outputs,Mode7
Integrated Circuits,U244,74LS373,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS373NE4?qs=sGAEpiMZZMu2QtOrmdJ1%2FRPDYI7IXkrB2H7gdWq7qaw%3D,S$1.40,Octal D-Type Transparent Latches with 3-state Outputs,Mode7
Integrated Circuits,U245,74S374,,,Octal D-Type Edge Triggered Flip-Flops with Tristate Outputs,Mode7
Integrated Circuits,U246,7408,,,Quadruple 2-Input Positive-AND Gates,Mode7
Integrated Circuits,U247,7408,,,Quadruple 2-Input Positive-AND Gates,Video
Integrated Circuits,U314,7432,,,Quad 2-input positive-OR gates,Mode7
Miscellaneous,1,74148,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS148N?qs=%2Fha2pyFaduh2M99jnePeauqUp%2FrIBfH7vdDEJ7aGS4Q%3D,S$2.46,8-Line To 3-Line Priority Encoders,Video
Miscellaneous,1A,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Sprites
Miscellaneous,1B,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Sprites
Miscellaneous,1C,7427,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS27N?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIwsPDjIqEADE%3D,S$0.81,Triple 3-Input Positive NOR Gates,Sprites
Miscellaneous,1D,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Sprites
Miscellaneous,1S,7410,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS10N?qs=sGAEpiMZZMutXGli8Ay4kBELecaPbA6BixFJp4A71TE%3D,S$0.87,Triple 3-Input Positive-NAND Gates,Video
Miscellaneous,1T,7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08NE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOfW4A%252BAFGoNk%3D,S$0.72,Quadruple 2-Input Positive-AND Gates,Video
Miscellaneous,2,7410,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS10N?qs=sGAEpiMZZMutXGli8Ay4kBELecaPbA6BixFJp4A71TE%3D,S$0.87,Triple 3-Input Positive-NAND Gates,Tiles
Miscellaneous,2A,74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlc4u4AUFSUKKQ%3D,S$0.90,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,2B,74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlc4u4AUFSUKKQ%3D,S$0.90,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,2C,74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlc4u4AUFSUKKQ%3D,S$0.90,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,2D,74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlc4u4AUFSUKKQ%3D,S$0.90,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,2E,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Sprites
Miscellaneous,2F,74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245NE4?qs=sGAEpiMZZMs9F6aVvY09bhwfQrNqig7qIcn1fgzui%2FY%3D,S$0.89,Octal Bus Transceivers With Tristate Outputs,Sprites
Miscellaneous,2T,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04NE4?qs=sGAEpiMZZMutVWjHE%2FYQw8FcJMyir0Lqzet%252BOgibJRs%3D,S$0.72,Hex Inverters,Video
Miscellaneous,3,7427,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS27N?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIwsPDjIqEADE%3D,S$0.81,Triple 3-Input Positive NOR Gates,Video
Miscellaneous,3A,74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BN?qs=%2Fha2pyFadugYCoHUAKZ16e6Ix0Tl4e52u5lkASBqGrE%3D,S$1.02,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites
Miscellaneous,3B,74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BN?qs=%2Fha2pyFadugYCoHUAKZ16e6Ix0Tl4e52u5lkASBqGrE%3D,S$1.02,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites
Miscellaneous,3C,74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BN?qs=%2Fha2pyFadugYCoHUAKZ16e6Ix0Tl4e52u5lkASBqGrE%3D,S$1.02,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites
Miscellaneous,3D,74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BN?qs=%2Fha2pyFadugYCoHUAKZ16e6Ix0Tl4e52u5lkASBqGrE%3D,S$1.02,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites
Miscellaneous,3H,7432,,,Quad 2-input positive-OR gates,Sprites
Miscellaneous,3L6,74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245NE4?qs=sGAEpiMZZMs9F6aVvY09bhwfQrNqig7qIcn1fgzui%2FY%3D,S$0.89,Octal Bus Transceivers With Tristate Outputs,Chars
Miscellaneous,3M,74S139,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS139AN?qs=sGAEpiMZZMtxONTBFIcRfpKvrGTByBdi%2FBZhV6RAyCA%3D,S$0.93,Dual 2-Line to 4-Line Decoders/Demultiplexers,Video
Miscellaneous,3M8,74148,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS148N?qs=%2Fha2pyFaduh2M99jnePeauqUp%2FrIBfH7vdDEJ7aGS4Q%3D,S$2.46,8-Line To 3-Line Priority Encoders,Video
Miscellaneous,3N,74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161AN?qs=sGAEpiMZZMtdY2G%252BSI3N4ULNIy7IUD05%2FJSW%252B139gsI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Video
Miscellaneous,3P,74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161AN?qs=sGAEpiMZZMtdY2G%252BSI3N4ULNIy7IUD05%2FJSW%252B139gsI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Video
Miscellaneous,3R,74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161AN?qs=sGAEpiMZZMtdY2G%252BSI3N4ULNIy7IUD05%2FJSW%252B139gsI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Video
Miscellaneous,3S,74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161AN?qs=sGAEpiMZZMtdY2G%252BSI3N4ULNIy7IUD05%2FJSW%252B139gsI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Video
Miscellaneous,3T,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ANE4?qs=%2Fha2pyFaduisezm8rmvWidBAnd8e%2F0Kj57shzdZeHHc%3D,,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Video
Miscellaneous,4,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04NE4?qs=sGAEpiMZZMutVWjHE%2FYQw8FcJMyir0Lqzet%252BOgibJRs%3D,S$0.72,Hex Inverters,Tiles
Miscellaneous,4A,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Sprites
Miscellaneous,4B,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Sprites
Miscellaneous,4C,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Sprites
Miscellaneous,4D,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Sprites
Miscellaneous,4E,74126,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS126AN?qs=%2Fha2pyFadugdvCHOFYeUo9JntWnIZ2YoHaFSsm4H%2FRg%3D,S$0.90,Quadruple Bus Buffer Gate With Tristate Outputs,Sprites
Miscellaneous,4F,74126,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS126AN?qs=%2Fha2pyFadugdvCHOFYeUo9JntWnIZ2YoHaFSsm4H%2FRg%3D,S$0.90,Quadruple Bus Buffer Gate With Tristate Outputs,Sprites
Miscellaneous,4H,74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ANE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOhAIPhWJxBPY%3D,S$1.02,Quadruple 2-Input Exclusive-OR Gates,Sprites
Miscellaneous,4L6,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Chars
Miscellaneous,4M,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0ck0Ao35GjMhY%3D,S$0.72,3-Line to 8-Line Decoders/Demultiplexers,Video
Miscellaneous,4M6,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174N?qs=%2Fha2pyFadugqDRhw3C%2FQ8X6a6hwoxKy6iKJc85BJA4M%3D,S$0.90,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Chars
Miscellaneous,4N,7410,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS10N?qs=sGAEpiMZZMutXGli8Ay4kBELecaPbA6BixFJp4A71TE%3D,S$0.87,Triple 3-Input Positive-NAND Gates,Video
Miscellaneous,4P,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ANE4?qs=%2Fha2pyFaduisezm8rmvWidBAnd8e%2F0Kj57shzdZeHHc%3D,S$0.72,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Video
Miscellaneous,4P7R,6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,S$4.01,64K (8Kx8) Static RAM,Tiles
Miscellaneous,4R,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04NE4?qs=sGAEpiMZZMutVWjHE%2FYQw8FcJMyir0Lqzet%252BOgibJRs%3D,S$0.72,Hex Inverters,Video
Miscellaneous,4S,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ANE4?qs=%2Fha2pyFaduisezm8rmvWidBAnd8e%2F0Kj57shzdZeHHc%3D,S$0.72,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Video
Miscellaneous,4T,74368,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS368AN?qs=%2Fha2pyFadug6ZOj3cmpD6YwUi6dGmUUQRqKJDT%2FBvsw%3D,,Hex Buffers/Line Drivers with Inverting Tristate Outputs,Video
Miscellaneous,5,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,5E,74283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283NE4?qs=sGAEpiMZZMuV4z%252BhZ4pm1L11UKYaBimF7vh839uxJBE%3D,S$1.30,4-Bit Binary Full Adders With Fast Carry,Sprites
Miscellaneous,5E2,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Video
Miscellaneous,5F,74283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283NE4?qs=sGAEpiMZZMuV4z%252BhZ4pm1L11UKYaBimF7vh839uxJBE%3D,S$1.30,4-Bit Binary Full Adders With Fast Carry,Sprites
Miscellaneous,5F8,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,5H,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,5H8,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,5J,74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AN?qs=%2Fha2pyFadujYU8BF2jKu2xc2zlYRxRNCxtAdpWgTaU4%3D,S$1.25,4-Bit Bidirectional Universal Shift Registers,Sprites
Miscellaneous,5J8,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,5K,74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AN?qs=%2Fha2pyFadujYU8BF2jKu2xc2zlYRxRNCxtAdpWgTaU4%3D,S$1.25,4-Bit Bidirectional Universal Shift Registers,Sprites
Miscellaneous,5K8,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,5L,74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AN?qs=%2Fha2pyFadujYU8BF2jKu2xc2zlYRxRNCxtAdpWgTaU4%3D,S$1.25,4-Bit Bidirectional Universal Shift Registers,Sprites
Miscellaneous,5L6,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Chars
Miscellaneous,5M8,7427,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS27N?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIwsPDjIqEADE%3D,S$0.81,Triple 3-Input Positive NOR Gates,Video
Miscellaneous,5N7,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Tiles
Miscellaneous,5P,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ANE4?qs=%2Fha2pyFaduisezm8rmvWidBAnd8e%2F0Kj57shzdZeHHc%3D,S$0.72,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Video
Miscellaneous,5P7,7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32NE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmO7x4PfQeTHF4%3D,S$0.87,Quad 2-input positive-OR gates,Tiles
Miscellaneous,5R,7485,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS85N?qs=%2Fha2pyFadujWUs9azztjOlpLCPvFTfozqJRbtmiwunU%3D,S$1.87,4-Bit Magnitude Comparator,Sprites
Miscellaneous,5R7,74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ANE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOhAIPhWJxBPY%3D,S$1.02,Quadruple 2-Input Exclusive-OR Gates,Tiles
Miscellaneous,5S,7485,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS85N?qs=%2Fha2pyFadujWUs9azztjOlpLCPvFTfozqJRbtmiwunU%3D,S$1.87,4-Bit Magnitude Comparator,Sprites
Miscellaneous,5S7,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174N?qs=%2Fha2pyFadugqDRhw3C%2FQ8X6a6hwoxKy6iKJc85BJA4M%3D,S$0.90,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles
Miscellaneous,5T,74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ANE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOhAIPhWJxBPY%3D,S$1.02,Quadruple 2-Input Exclusive-OR Gates,Sprites
Miscellaneous,6,74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153N?qs=%2Fha2pyFaduiKvNoFphi6HlKGeKB98vZDSnL2nsGsGDQ%3D,S$0.98,Dual 1-of-4 Data Selectors/Multiplexers,Video
Miscellaneous,6A,74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163AN?qs=sGAEpiMZZMtdY2G%252BSI3N4aQvQNXOTGN6zp2qU1pEmtI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Sprites
Miscellaneous,6A2,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Video
Miscellaneous,6B,74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163AN?qs=sGAEpiMZZMtdY2G%252BSI3N4aQvQNXOTGN6zp2qU1pEmtI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Sprites
Miscellaneous,6B2,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Video
Miscellaneous,6C,74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163AN?qs=sGAEpiMZZMtdY2G%252BSI3N4aQvQNXOTGN6zp2qU1pEmtI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Sprites
Miscellaneous,6C2,2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,S$5.00,4K Static RAM (1K x 4bit) (Fast),Video
Miscellaneous,6D,74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163AN?qs=sGAEpiMZZMtdY2G%252BSI3N4aQvQNXOTGN6zp2qU1pEmtI%3D,S$0.90,Synchronous 4-Bit Binary Counters,Sprites
Miscellaneous,6D2,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Video
Miscellaneous,6E,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,6F,74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NE4?qs=sGAEpiMZZMvxP%252Bvr8KwMwF73%2FSEETFlcw32YC66%252Bjxg%3D,S$0.90,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites
Miscellaneous,6F2,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Video
Miscellaneous,6F6,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0cMjAQzUGo2HI%3D,S$0.90,Quadruple 1-of-2 Data Selectors/Multiplexers,Chars
